id,first_name,height_feet,height_inches,last_name,position,team,weight_pounds,team_id
1690,Mouhamed,,,Sene,C,OKC,,21
1691,Mickael,,,Gelabale,,OKC,,21
1692,Adam,,,Morrison,,CHA,,4
1693,Walter,,,Herrmann,,CHA,,4
1694,Shelden,,,Williams,F,ATL,,1
1695,Solomon,,,Jones,,ATL,,1
1696,Cedric,,,Bozeman,,ATL,,1
1697,Rodney,,,Carney,,PHI,,23
1698,Ivan,,,McFarlin,,PHI,,23
1699,Jorge,,,Garbajosa,,TOR,,28
1700,Andrea,,,Bargnani,,TOR,,28
1701,Marcus,,,Williams,,BKN,,3
1702,Hassan,,,Adams,,BKN,,3
1703,Mile,,,Ilic,,BKN,,3
1704,Yakhouba,,,Diawara,,DEN,,8
1705,Maurice,,,Ager,,DAL,,7
1706,Pops,,,Mensah-Bonsu,,DAL,,7
1707,Sergio,,,Rodriguez,,POR,,25
1708,Shannon,,,Brown,,CLE,,6
1709,Dee,,,Brown,,UTA,,29
1710,Andreas,,,Glyniadakis,,OKC,,21
1711,Bobby,,,Jones,,PHI,,23
1712,Roger,,,Powell,,UTA,,29
1713,Tarence,,,Kinsey,,MEM,,15
1714,Allan,,,Ray,,BOS,,2
1715,Quincy,,,Douby,,SAC,,26
1716,Daniel,,,Gibson,,CLE,,6
1717,Marcus,,,Vinicius,,NOP,,19
1718,Chris,,,McCray,,MIL,,17
1719,Desmon,,,Farmer,,OKC,,21
1720,Steven,,,Smith,,PHI,,23
1721,Lynn,,,Greer,,MIL,,17
1722,Uros,,,Slokar,,TOR,,28
1723,Josh,,,Boone,,BKN,,3
1724,Will,,,Blalock,,DET,,9
1725,James,,,White,,SAS,,27
1726,Andre,,,Brown,,OKC,,21
1727,Renaldo,,,Major,,GSW,,10
1728,Shawne,,,Williams,,IND,,12
1729,James,,,Augustine,,ORL,,22
1730,Kelenna,,,Azubuike,,GSW,,10
1731,Justin,,,Williams,,SAC,,26
1732,Ryan,,,Hollins,,CHA,,4
1733,Will,,,Conroy,,MEM,,15
1734,Jeremy,,,Richardson,,ATL,,1
1735,Lou,,,Amundson,,UTA,,29
1736,Randolph,,,Morris,,NYK,,20
1737,Mike,,,Hall,,WAS,,30
1738,Kevinn,,,Pinkney,,BOS,,2
1739,Luis,,,Scola,,HOU,,11
1740,Coby,,,Karl,,LAL,,14
1741,Taurean,,,Green,,POR,,25
1742,Darius,,,Washington,,SAS,,27
1743,Aaron,,,Gray,,CHI,,5
1744,Sean,,,Williams,,BKN,,3
1745,Yi,,,Jianlian,F,MIL,,17
1746,Nick,,,Young,,WAS,,30
1747,Dominic,,,McGuire,,WAS,,30
1748,Oleksiy,,,Pecherov,,WAS,,30
1749,Courtney,,,Sims,,IND,,12
1750,Juan,,,Carlos Navarro,,MEM,,15
1751,Nick,,,Fazekas,,DAL,,7
1752,Darryl,,,Watkins,,SAC,,26
1753,Mustafa,,,Shakur,,SAC,,26
1754,Julian,,,Wright,,NOP,,19
1755,DJ,,,Strawberry,,PHX,,24
1756,Alando,,,Tucker,,PHX,,24
1757,Arron,,,Afflalo,G,DET,,9
1758,Daequan,,,Cook,,MIA,,16
1759,Jermareo,,,Davidson,,CHA,,4
1760,Acie,,,Law,,ATL,,1
1761,Mario,,,West,,ATL,,1
1762,Javaris,,,Crittenton,,LAL,,14
1763,Glen,,,Davis,,BOS,,2
1765,Chris,,,Richard,,MIN,,18
1766,Stephane,,,Lasme,,GSW,,10
1767,Al,,,Thornton,,LAC,,13
1768,Brandan,,,Wright,,GSW,,10
1769,Jamario,,,Moon,,TOR,,28
1770,Demetris,,,Nichols,,CLE,,6
1772,Morris,,,Almond,,UTA,,29
1773,Gabe,,,Pruitt,,BOS,,2
1774,Joel,,,Anthony,,MIA,,16
1775,Spencer,,,Hawes,,SAC,,26
1776,Brandon,,,Wallace,,BOS,,2
1777,Aaron,,,Brooks,,HOU,,11
1778,Cheikh,,,Samb,,DET,,9
1779,Kosta,,,Perovic,,GSW,,10
1780,Thomas,,,Gardner,,CHI,,5
1781,Carl,,,Landry,,HOU,,11
1782,Josh,,,McRoberts,,POR,,25
1783,Kyrylo,,,Fesenko,,UTA,,29
1784,Rodney,,,Stuckey,,DET,,9
1785,Marcus,,,Williams,,SAS,,27
1786,Keith,,,Langford,,SAS,,27
1787,Guillermo,,,Diaz,,LAC,,13
1788,C.J.,,,Watson,,GSW,,10
1789,Adam,,,Haluska,,NOP,,19
1790,JamesOn,,,Curry,,CHI,,5
1791,Ramon,,,Sessions,,MIL,,17
1792,Mike,,,Harris,,HOU,,11
1793,Lance,,,Allred,,CLE,,6
1794,Blake,,,Ahearn,,MIA,,16
1795,Kasib,,,Powell,,MIA,,16
1796,JJ,,,Hickson,,CLE,,6
1797,Joe,,,Alexander,,MIL,,17
1798,Greg,,,Oden,C,POR,,25
1799,Rudy,,,Fernandez,,POR,,25
1800,Chris,,,Douglas-Roberts,,BKN,,3
1802,Kyle,,,Weaver,,OKC,,21
1803,Brandon,,,Rush,,IND,,12
1804,Roy,,,Hibbert,,IND,,12
1805,DeMarcus,,,Nelson,G,GSW,,10
1806,Anthony,,,Randolph,,GSW,,10
1807,Sean,,,Singletary,,PHX,,24
1808,Jason,,,Thompson,,SAC,,26
1809,Bobby,,,Brown,,SAC,,26
1810,Mike,,,Taylor,,LAC,,13
1811,O.J.,,,Mayo,G,MEM,,15
1812,Darrell,,,Arthur,,MEM,,15
1813,Hamed,,,Haddadi,,MEM,,15
1814,Joey,,,Dorsey,,HOU,,11
1815,Roko,,,Ukic,,TOR,,28
1816,Alexis,,,Ajinca,,CHA,,4
1817,Sonny,,,Weems,,DEN,,8
1818,Marreese,,,Speights,,PHI,,23
1819,Donte,,,Greene,,SAC,,26
1820,Walter,,,Sharpe,,DET,,9
1821,Rob,,,Kurz,,GSW,,10
1822,Henry,,,Walker,,BOS,,2
1823,Anthony,,,Morrow,,GSW,,10
1824,Othello,,,Hunter,,ATL,,1
1825,Steven,,,Hill,,OKC,,21
1826,Darnell,,,Jackson,,CLE,,6
1827,Sun,,,Sun,,LAL,,14
1828,Jawad,,,Williams,,CLE,,6
1829,Nathan,,,Jawai,,TOR,,28
1830,Cartier,,,Martin,,CHA,,4
1831,Malik,,,Hairston,,SAS,,27
1832,J.R.,,,Giddens,,BOS,,2
1833,Trey,,,Johnson,,CLE,,6
1834,Joe,,,Crawford,,NYK,,20
1835,Dontell,,,Jefferson,,CHA,,4
1836,DJ,,,White,,OKC,,21
1837,Chris,,,Hunter,,NYK,,20
1838,Rodrigue,,,Beaubois,,DAL,,7
1839,David,,,Andersen,,HOU,,11
1840,Chase,,,Budinger,,HOU,,11
1841,Jermaine,,,Taylor,,HOU,,11
1842,Lester,,,Hudson,,BOS,,2
1843,DeJuan,,,Blair,,SAS,,27
1844,AJ,,,Price,,IND,,12
1845,Gerald,,,Henderson,,CHA,,4
1846,Derrick,,,Brown,,CHA,,4
1847,Jon,,,Brockman,,SAC,,26
1848,Eric,,,Maynor,,UTA,,29
1849,Ty,,,Lawson,,DEN,,8
1850,Toney,,,Douglas,,NYK,,20
1851,Jordan,,,Hill,,NYK,,20
1852,Marcus,,,Landry,,NYK,,20
1853,Austin,,,Daye,,DET,,9
1854,Hasheem,,,Thabeet,,MEM,,15
1855,Sam,,,Young,,MEM,,15
1856,Trey,,,Gilder,,MEM,,15
1857,Earl,,,Clark,,PHX,,24
1858,Terrence,,,Williams,,BKN,,3
1859,Jonny,,,Flynn,G,MIN,,18
1860,Brandon,,,Jennings,G,MIL,,17
1861,DaJuan,,,Summers,,DET,,9
1862,Taylor,,,Griffin,,PHX,,24
1863,Tyler,,,Hansbrough,,IND,,12
1864,Marcus,,,Thornton,,NOP,,19
1865,Jeff,,,Ayres,,POR,,25
1866,Byron,,,Mullens,,OKC,,21
1867,Sundiata,,,Gaines,,UTA,,29
1868,Cedric,,,Jackson,,CLE,,6
1869,Antonio,,,Anderson,,OKC,,21
1870,Reggie,,,Williams,,GSW,,10
1871,Othyus,,,Jeffers,,UTA,,29
1872,Alonzo,,,Gee,,WAS,,30
1873,Oliver,,,Lafayette,,BOS,,2
1874,Kenny,,,Hasbrouck,,MIA,,16
1875,Derrick,,,Caracter,,LAL,,14
1876,Devin,,,Ebanks,,LAL,,14
1877,Garret,,,Siler,,PHX,,24
1878,Armon,,,Johnson,,POR,,25
1879,Luke,,,Babbitt,,POR,,25
1880,Semih,,,Erden,,BOS,,2
1881,Pooh,,,Jeter,,SAC,,26
1882,Nikola,,,Pekovic,,MIN,,18
1883,Lazar,,,Hayward,,MIN,,18
1884,Damion,,,James,,BKN,,3
1885,Landry,,,Fields,G,NYK,,20
1886,Andy,,,Rautins,,NYK,,20
1887,Sherron,,,Collins,,CHA,,4
1888,Dominique,,,Jones,,DAL,,7
1889,Jeff,,,Adrien,,GSW,,10
1890,Jeremy,,,Evans,,UTA,,29
1891,Gary,,,Forbes,,DEN,,8
1892,Jordan,,,Crawford,,ATL,,1
1893,Xavier,,,Henry,,MEM,,15
1894,Larry,,,Sanders,,MIL,,17
1895,Omer,,,Asik,,CHI,,5
1896,Cole,,,Aldrich,,OKC,,21
1897,James,,,Anderson,,SAS,,27
1898,Gary,,,Neal,,SAS,,27
1899,Manny,,,Harris,,CLE,,6
1900,Trevor,,,Booker,,WAS,,30
1901,Hamady,,,Ndiaye,,WAS,,30
1902,Samardo,,,Samuels,,CLE,,6
1903,Luke,,,Harangody,,BOS,,2
1904,Kevin,,,Seraphin,,WAS,,30
1905,Greivis,,,Vasquez,,MEM,,15
1906,Tiago,,,Splitter,,SAS,,27
1907,Willie,,,Warren,,LAC,,13
1908,Elliot,,,Williams,,POR,,25
1909,Solomon,,,Alabi,,TOR,,28
1910,Craig,,,Brackins,,PHI,,23
1911,Ben,,,Uzoh,,BKN,,3
1912,Gani,,,Lawal,,PHX,,24
1913,Christian,,,Eyenga,,CLE,,6
1914,Zabian,,,Dowdell,,PHX,,24
1915,Larry,,,Owens,,SAS,,27
1916,Chris,,,Johnson,,POR,,25
1917,Pape,,,Sy,,ATL,,1
1918,Marcus,,,Cousin,,UTA,,29
1919,Jerel,,,McNeal,,NOP,,19
1920,Patrick,,,Ewing,,NOP,,19
1921,Dexter,,,Pittman,,MIA,,16
1922,Marqus,,,Blakely,,HOU,,11
1923,Justin,,,Harper,,ORL,,22
1924,JaJuan,,,Johnson,,BOS,,2
1925,Greg,,,Stiemsma,,BOS,,2
1926,Josh,,,Harrellson,,NYK,,20
1927,Jerome,,,Jordan,,NYK,,20
1928,Travis,,,Leslie,,LAC,,13
1929,Trey,,,Thompkins,,LAC,,13
1930,Charles,,,Jenkins,,GSW,,10
1931,Jeremy,,,Tyler,,GSW,,10
1932,Andrew,,,Goudelock,,LAL,,14
1933,Norris,,,Cole,,MIA,,16
1934,Terrel,,,Harris,,MIA,,16
1935,Mickell,,,Gladness,,MIA,,16
1937,Josh,,,Selby,,MEM,,15
1939,Tyler,,,Honeycutt,,SAC,,26
1940,Vernon,,,Macklin,,DET,,9
1941,Derrick,,,Williams,,MIN,,18
1942,Malcolm,,,Lee,,MIN,,18
1943,Nolan,,,Smith,,POR,,25
1944,Darington,,,Hobson,,MIL,,17
1945,Cory,,,Higgins,,CHA,,4
1946,Dennis,,,Horner,,BKN,,3
1947,Chris,,,Singleton,,WAS,,30
1948,Carldell,,,Johnson,,NOP,,19
1949,Ivan,,,Johnson,,ATL,,1
1950,Chris,,,Wright,,GSW,,10
1951,Daniel,,,Orton,,ORL,,22
1952,Gustavo,,,Ayon,,NOP,,19
1953,Jordan,,,Hamilton,,DEN,,8
1954,Jan,,,Vesely,,WAS,,30
1955,Julyan,,,Stone,,DEN,,8
1956,Jordan,,,Williams,,BKN,,3
1957,Darius,,,Morris,,LAL,,14
1958,Mychel,,,Thompson,,CLE,,6
1959,Lavoy,,,Allen,,PHI,,23
1960,Donald,,,Sloan,,ATL,,1
1961,Malcolm,,,Thomas,,SAS,,27
1962,Courtney,,,Fortson,,LAC,,13
1963,Ryan,,,Reid,,OKC,,21
1964,Greg,,,Smith,,HOU,,11
1965,Eric,,,Dawson,,SAS,,27
1966,DeAndre,,,Liggins,,ORL,,22
1967,Walker,,,Russell,,DET,,9
1968,Jeff,,,Foote,,NOP,,19
1969,Jerry,,,Smith,,BKN,,3
1970,Edwin,,,Ubiles,,WAS,,30
1971,Justin,,,Dentmon,,SAS,,27
1972,Keith,,,Benson,,GSW,,10
1973,Jerome,,,Dyson,,NOP,,19
1974,D.J.,,,Kennedy,,CLE,,6
1975,Derrick,,,Byars,,SAS,,27
1976,Xavier,,,Silas,,PHI,,23
1977,Diamon,,,Simpson,,HOU,,11
1978,Jared,,,Sullinger,,BOS,,2
1979,Kris,,,Joseph,,BOS,,2
1981,Bernard,,,James,,DAL,,7
1982,Robert,,,Sacre,,LAL,,14
1984,Kevin,,,Murphy,,UTA,,29
1985,Victor,,,Claver,,POR,,25
1986,Joel,,,Freeland,,POR,,25
1987,Terrence,,,Jones,,HOU,,11
1989,Royce,,,White,,HOU,,11
1990,Kim,,,English,,DET,,9
1991,Kyle,,,Singler,,DET,,9
1992,Nando,,,De Colo,,SAS,,27
1993,Brian,,,Roberts,,NOP,,19
1994,Ben,,,Hansbrough,,IND,,12
1995,Orlando,,,Johnson,,IND,,12
1996,Thomas,,,Robinson,,SAC,,26
1997,Marquis,,,Teague,,CHI,,5
1998,Festus,,,Ezeli,,GSW,,10
1999,Kendall,,,Marshall,,PHX,,24
2000,Luke,,,Zeller,,PHX,,24
2001,Quincy,,,Miller,,DEN,,8
2002,Maalik,,,Wayns,,PHI,,23
2003,Arnett,,,Moultrie,,PHI,,23
2004,Tony,,,Wroten,,MEM,,15
2005,Perry,,,Jones III,,OKC,,21
2006,Alexey,,,Shved,,MIN,,18
2008,Pablo,,,Prigioni,,NYK,,20
2009,Chris,,,Copeland,,NYK,,20
2010,Doron,,,Lamb,,MIL,,17
2011,Jeffery,,,Taylor,,CHA,,4
2012,Andrew,,,Nicholson,,ORL,,22
2013,Tornike,,,Shengelia,,BKN,,3
2014,Tyshawn,,,Taylor,,BKN,,3
2015,Mirza,,,Teletovic,,BKN,,3
2016,Scott,,,Machado,,HOU,,11
2017,DeQuan,,,Jones,F,ORL,,22
2018,Viacheslav,,,Kravtsov,,DET,,9
2019,Diante,,,Garrett,,PHX,,24
2020,Quincy,,,Acy,,TOR,,28
2021,Darius,,,Johnson-Odom,,LAL,,14
2022,Kevin,,,Jones,,CLE,,6
2023,Jarvis,,,Varnado,,BOS,,2
2024,Chris,,,Johnson,,MEM,,15
2025,Fab,,,Melo,,BOS,,2
2026,Tim,,,Ohlbrecht,,HOU,,11
2027,Henry,,,Sims,,NOP,,19
2028,Chris,,,Wright,,DAL,,7
2029,Josh,,,Akognon,,DAL,,7
2030,Ryan,,,Kelly,,LAL,,14
2031,Erik,,,Murphy,,CHI,,5
2032,Vitor,,,Faverani,C,BOS,,2
2033,Phil,,,Pressey,,BOS,,2
2034,Dwight,,,Buycks,,TOR,,28
2035,Elias,,,Harris,,LAL,,14
2036,Ognjen,,,Kuzmic,,GSW,,10
2037,Nemanja,,,Nedovic,,GSW,,10
2038,Glen,,,Rice,,WAS,,30
2039,Peyton,,,Siva,,DET,,9
2040,Tony,,,Mitchell,,DET,,9
2041,Gigi,,,Datome,,DET,,9
2042,Arinze,,,Onuaku,,NOP,,19
2043,Jeff,,,Withey,,NOP,,19
2044,Nate,,,Wolters,,MIL,,17
2045,Miroslav,,,Raduljica,,MIL,,17
2046,Nick,,,Calathes,,MEM,,15
2047,Jamaal,,,Franklin,,MEM,,15
2049,Pero,,,Antic,,ATL,,1
2050,Gal,,,Mekel,,DAL,,7
2051,Ricky,,,Ledo,,DAL,,7
2052,Robbie,,,Hummel,,MIN,,18
2053,Shabazz,,,Muhammad,,MIN,,18
2054,Brandon,,,Davies,,PHI,,23
2055,Hollis,,,Thompson,,PHI,,23
2056,Archie,,,Goodwin,,PHX,,24
2057,Dionte,,,Christmas,,PHX,,24
2058,Toure',,,Murry,,NYK,,20
2059,James,,,Southerland,,CHA,,4
2060,Sergey,,,Karasev,,CLE,,6
2061,Ray,,,McCallum,,SAC,,26
2062,Carrick,,,Felix,,CLE,,6
2063,Chris,,,Smith,,NYK,,20
2064,Shane,,,Larkin,,DAL,,7
2065,Vander,,,Blue,,BOS,,2
2066,Adonis,,,Thomas,,ORL,,22
2067,Chris,,,Babb,,BOS,,2
2068,Tony,,,Mitchell,,MIL,,17
2069,Justin,,,Hamilton,,CHA,,4
2070,Jorge,,,Gutierrez,,BKN,,3
2071,Shane,,,Edwards,,CLE,,6
2072,Casper,,,Ware,,PHI,,23
2074,Willie,,,Reed,,SAC,,26
2077,Kostas,,,Papanikolaou,,HOU,,11
2078,PJ,,,Hairston,,CHA,,4
2079,KJ,,,McDaniels,,PHI,,23
2081,Damjan,,,Rudez,,IND,,12
2082,Shayne,,,Whittington,,IND,,12
2083,Cory,,,Jefferson,,BKN,,3
2084,James,,,Young,,BOS,,2
2085,Lucas,,,Nogueira,,TOR,,28
2086,Jordan,,,Adams,,MEM,,15
2087,Jarnell,,,Stokes,,MEM,,15
2088,Tyler,,,Ennis,,PHX,,24
2089,Cameron,,,Bairstow,,CHI,,5
2090,Cleanthony,,,Early,,NYK,,20
2091,Travis,,,Wear,,NYK,,20
2073,Scotty,,,Hopson,,OKC,,21
2092,Alex,,,Kirk,,CLE,,6
2093,Zoran,,,Dragic,,PHX,,24
2094,Nick,,,Johnson,,HOU,,11
2095,Andre,,,Dawkins,,MIA,,16
2096,Russ,,,Smith,,NOP,,19
2097,Patric,,,Young,,NOP,,19
2098,Will,,,Cherry,,CLE,,6
2101,Erick,,,Green,,DEN,,8
2102,Adreian,,,Payne,,ATL,,1
2103,Drew,,,Gordon,,PHI,,23
2104,Markel,,,Brown,,BKN,,3
2108,Ronald,,,Roberts Jr.,,PHI,,23
2109,Damien,,,Inglis,,MIL,,17
2111,Mitch,,,McGary,,OKC,,21
2112,Furkan,,,Aldemir,,PHI,,23
2113,Patrick,,,Christopher,,UTA,,29
2114,Elijah,,,Millsap,,UTA,,29
2115,Larry,,,Drew II,,PHI,,23
2116,James,,,Michael McAdoo,,GSW,,10
2118,Joffrey,,,Lauvergne,,DEN,,8
2119,Jack,,,Cooley,,UTA,,29
2120,Bryce,,,Cotton,,UTA,,29
2121,Jerrelle,,,Benimon,,UTA,,29
2122,Jarell,,,Eddie,,ATL,,1
2123,Jabari,,,Brown,,LAL,,14
2124,Sean,,,Kilpatrick,,MIN,,18
2125,David,,,Wear,,SAC,,26
2126,Sim,,,Bhullar,,SAC,,26
2127,Darrun,,,Hilliard,,DET,,9
2128,Lamar,,,Patterson,,ATL,,1
2129,Sasha,,,Kaun,,CLE,,6
2130,Tibor,,,Pleiss,,UTA,,29
2131,Rashad,,,Vaughn,,MIL,,17
2132,Aaron,,,Harrison,,CHA,,4
2134,Luis,,,Montero,,POR,,25
2135,Marcelo,,,Huertas,,LAL,,14
2136,Anthony,,,Brown,,LAL,,14
2137,Jordan,,,Mickey,,BOS,,2
2138,Edy,,,Tavares,,ATL,,1
2140,Duje,,,Dukan,,SAC,,26
2141,Cliff,,,Alexander,,POR,,25
2142,Josh,,,Huestis,,OKC,,21
2143,Branden,,,Dawson,,LAC,,13
2144,Rakeem,,,Christmas,,IND,,12
2145,JJ,,,O'Brien,,UTA,,29
2146,Keith,,,Appling,,ORL,,22
2147,Bryce,,,Dejean-Jones,,NOP,,19
2149,Chris,,,McCullough,,BKN,,3
2150,Alex,,,Stepheson,,LAC,,13
2107,Grant,,,Jerrett,,DET,,9
2152,Briante,,,Weber,G,MEM,,15
2153,Coty,,,Clarke,,BOS,,2
2154,Xavier,,,Munford,,MEM,,15
2155,John,,,Holland,,BOS,,2
2156,Mindaugas,,,Kuzminskas,,NYK,,20
2157,Nicolas,,,Laprovittola,,SAS,,27
2159,Joel,,,Bolomboy,,UTA,,29
2161,Kyle,,,Wiltjer,,HOU,,11
2163,Michael,,,Gbinije,,DET,,9
2110,Johnny,,,O'Bryant III,,MIL,,17
2165,Nicolas,,,Brussino,,DAL,,7
2166,Paul,,,Zipser,,CHI,,5
2167,Diamond,,,Stone,,LAC,,13
2168,Daniel,,,Ochefu,,WAS,,30
2170,Malcolm,,,Delaney,,ATL,,1
2171,AJ,,,Hammons,,DAL,,7
2172,Kay,,,Felder,,CLE,,6
2173,Stephen,,,Zimmerman,,ORL,,22
2174,Maurice,,,Ndour,,NYK,,20
2176,Georgios,,,Papagiannis,,SAC,,26
2177,Tim,,,Quarterman,,POR,,25
2179,Marshall,,,Plumlee,,NYK,,20
2180,Chinanu,,,Onuaku,,HOU,,11
2181,Pierre,,,Jackson,,DAL,,7
2182,Okaro,,,White,,MIA,,16
2183,Mike,,,Tobey,,CHA,,4
2184,Marcus,,,Georges-Hunt,,MIA,,16
2185,Brice,,,Johnson,,LAC,,13
2186,Ben,,,Bentil,,DAL,,7
2187,Shawn,,,Long,,PHI,,23
2191,Patricio,,,Garino,,ORL,,22
2192,Charles,,,Cooke,,NOP,,19
2193,Jalen,,,Jones,,NOP,,19
2195,Alec,,,Peters,,PHX,,24
2197,Matt,,,Williams Jr.,,MIA,,16
2169,Sheldon,,,Mac,,CLE,,6
2198,Brandon,,,Paul,,SAS,,27
2199,Dakari,,,Johnson,,OKC,,21
2200,Mike,,,Young,,WAS,,30
2201,Gian,,,Clavell,,DAL,,7
2196,Mike,,,James,,BKN,,3
24102396,Trevon,,,Scott,F,CLE,,6
2203,Mangok,,,Mathiang,,CHA,,4
2204,Marcus,,,Paige,,CHA,,4
2206,Matt,,,Costello,,SAS,,27
2207,Jacob,,,Wiley,,BKN,,3
2209,Vincent,,,Hunter,,MEM,,15
2210,Jamil,,,Wilson,,LAC,,13
2212,Jacob,,,Pullen,,PHI,,23
2214,Yakuba,,,Ouattara,,BKN,,3
2217,Jamel,,,Artis,,ORL,,22
2218,Kyle,,,Collinsworth,,DAL,,7
2220,Reggie,,,Hearn,,DET,,9
2221,Nigel,,,Hayes,,LAL,,14
2224,James,,,Webb III,,BKN,,3
2227,Andrew,,,White III,,ATL,,1
2228,Trey,,,McKinney-Jones,,IND,,12
2230,Xavier,,,Rathan-Mayes,,MEM,,15
2231,Rodney,,,Purvis,,ORL,,22
2232,Jameel,,,Warney,,DAL,,7
2233,Omari,,,Johnson,,MEM,,15
2234,Andre,,,Ingram,,LAL,,14
2235,Aaron,,,Jackson,,HOU,,11
2236,Brian,,,Taylor,,LAC,,13
2237,Freeman,,,Williams,,LAC,,13
2238,Jerome,,,Whitehead,,LAC,,13
2239,Joe,,,Bryant,,LAC,,13
2240,Nick,,,Weatherspoon,,LAC,,13
2241,Sidney,,,Wicks,,LAC,,13
2242,Swen,,,Nater,,LAC,,13
2243,World,,,Free,,LAC,,13
2244,Don,,,Ford,,LAL,,14
2245,Jamaal,,,Wilkes,,LAL,,14
2246,Jim,,,Chones,,LAL,,14
2247,Kareem,,,Abdul-Jabbar,,LAL,,14
2248,Michael,,,Cooper,,LAL,,14
2249,Norm,,,Nixon,,LAL,,14
2250,Ron,,,Boone,,LAL,,14
2251,Spencer,,,Haywood,,LAL,,14
2252,Cedric,,,Maxwell,,BOS,,2
2253,Chris,,,Ford,,BOS,,2
2254,Dave,,,Cowens,,BOS,,2
2255,Don,,,Chaney,,BOS,,2
2256,Eric,,,Fernsten,,BOS,,2
2257,Jeff,,,Judkins,,BOS,,2
2258,M.L.,,,Carr,,BOS,,2
2259,Nate,,,Archibald,,BOS,,2
2260,Rick,,,Robey,,BOS,,2
2261,Calvin,,,Murphy,,HOU,,11
2262,Dwight,,,Jones,,HOU,,11
2263,Major,,,Jones,,HOU,,11
2264,Mike,,,Dunleavy,,HOU,,11
2265,Rick,,,Barry,,HOU,,11
2266,Rudy,,,Tomjanovich,,HOU,,11
2267,Rudy,,,White,,HOU,,11
2268,Tom,,,Henderson,,HOU,,11
2269,Bob,,,Dandridge,,WAS,,30
2270,Elvin,,,Hayes,,WAS,,30
2271,Greg,,,Ballard,,WAS,,30
2272,Kevin,,,Grevey,,WAS,,30
2273,Kevin,,,Porter,,WAS,,30
2274,Larry,,,Wright,,WAS,,30
2275,Roger,,,Phegley,,WAS,,30
2276,Wes,,,Unseld,,WAS,,30
2277,Bobby,,,Jones,,PHI,,23
2278,Caldwell,,,Jones,,PHI,,23
2279,Darryl,,,Dawkins,,PHI,,23
2280,Doug,,,Collins,,PHI,,23
2281,Eric,,,Money,,PHI,,23
2282,Henry,,,Bibby,,PHI,,23
2283,Julius,,,Erving,,PHI,,23
2284,Steve,,,Mix,,PHI,,23
2285,Armond,,,Hill,,ATL,,1
2286,Charlie,,,Criss,,ATL,,1
2287,Dan,,,Roundfield,,ATL,,1
2288,Eddie,,,Johnson,,ATL,,1
2289,Jack,,,Givens,,ATL,,1
2290,John,,,Drew,,ATL,,1
2291,Ron,,,Lee,,ATL,,1
2292,Steve,,,Hawes,,ATL,,1
2293,Terry,,,Furlow,,ATL,,1
2294,Tom,,,McMillen,,ATL,,1
2295,Geoff,,,Huston,,NYK,,20
2296,Hollis,,,Copeland,,NYK,,20
2297,Jim,,,Cleamons,,NYK,,20
2298,Joe,,,Meriweather,,NYK,,20
2299,Larry,,,Demic,,NYK,,20
2300,Micheal,,,Ray Richardson,,NYK,,20
2301,Mike,,,Glenn,,NYK,,20
2302,Ray,,,Williams,,NYK,,20
2303,Sly,,,Williams,,NYK,,20
2304,Toby,,,Knight,,NYK,,20
2305,Abdul,,,Jeelani,,POR,,25
2306,Jim,,,Brewer,,POR,,25
2307,Jim,,,Paxson,,POR,,25
2308,Kermit,,,Washington,,POR,,25
2309,Kevin,,,Kunnert,,POR,,25
2310,Larry,,,Steele,,POR,,25
2311,Lionel,,,Hollins,,POR,,25
2312,Ron,,,Brewer,,POR,,25
2313,Tom,,,Owens,,POR,,25
2314,Allan,,,Bristow,,UTA,,29
2315,Ben,,,Poquette,,UTA,,29
2316,Don,,,Williams,,UTA,,29
2317,Greg,,,Deane,,UTA,,29
2318,James,,,Hardy,,UTA,,29
2319,John,,,Gianelli,,UTA,,29
2320,Paul,,,Dawkins,,UTA,,29
2321,Pete,,,Maravich,,UTA,,29
2322,Robert,,,Smith,,UTA,,29
2323,Bob,,,Lanier,,DET,,9
2324,Bob,,,McAdoo,,DET,,9
2325,Greg,,,Kelser,,DET,,9
2326,Jim,,,McElroy,,DET,,9
2327,John,,,Shumate,,DET,,9
2328,Leon,,,Douglas,,DET,,9
2329,Phil,,,Hubbard,,DET,,9
2330,Roylee,,,Hamilton,,DET,,9
2331,Terry,,,Duerod,,DET,,9
2332,Terry,,,Tyler,,DET,,9
2333,Billy,,,Knight,,IND,,12
2334,Clemon,,,Johnson,,IND,,12
2335,Dudley,,,Bradley,,IND,,12
2336,Johnny,,,Davis,,IND,,12
2337,Mickey,,,Johnson,,IND,,12
2338,Mike,,,Bantom,,IND,,12
2339,Tony,,,Zeno,,IND,,12
2340,Calvin,,,Natt,,BKN,,3
2341,Eddie,,,Jordan,,BKN,,3
2342,George,,,Johnson,,BKN,,3
2343,Jan,,,Van Breda Kolff,,BKN,,3
2344,John,,,Williamson,,BKN,,3
2345,Ralph,,,Simpson,,BKN,,3
2346,Rich,,,Kelley,,BKN,,3
2347,Bill,,,Willoughby,,CLE,,6
2348,Bingo,,,Smith,,CLE,,6
2349,Campy,,,Russell,,CLE,,6
2350,Dave,,,Robisch,,CLE,,6
2351,Earl,,,Tatum,,CLE,,6
2352,John,,,Lambert,,CLE,,6
2353,Kenny,,,Carr,,CLE,,6
2354,Mike,,,Mitchell,,CLE,,6
2355,Randy,,,Smith,,CLE,,6
2356,Willie,,,Smith,,CLE,,6
